,0
0,0.9879589888754814
1,1.0035120537568558
2,1.012591911764706
3,0.9995247625409176
4,1.0101237742770226
5,0.9414087234962913
6,0.9803885533144007
7,1.0299000667150007
8,0.9910794519231327
9,1.0231435458399134
10,0.9816675707752537
11,1.0035367939286608
12,1.0152288944071255
13,0.9702133780115295
14,1.0285799608881574
15,0.9950093506189647
16,1.0365077225321844
17,0.9832080229357323
18,0.982144292274935
19,0.9956237585977907
20,1.0071994213618873
21,1.001952347131832
22,1.0174518363893386
23,1.0064012502512065
24,0.9901926840742875
25,0.9826649486667987
26,0.9735599076613124
27,1.0227817740917424
28,1.0041544283889403
29,1.0287338440613467
30,0.9924820795823214
31,0.9664725695272488
32,1.027595612233008
33,0.9986648784495675
34,0.990257876999471
35,1.0207718857776504
36,1.011176139625827
37,0.9784533622897351
38,1.0080837555049638
39,1.0242369708712358
40,1.0057935599712589
41,1.0091754461360753
42,1.0133379184342055
43,0.9888667984070777
44,0.9723611959641464
45,0.9921215715745232
46,0.9899710579860047
47,0.9502908328276269
48,1.010731557714241
49,0.9837750441421531
50,1.0112900531607434
51,1.0006701684012045
52,1.0319035764404925
53,0.9738940493897694
54,0.9644627635711082
55,1.024152926794047
56,1.010822366919135
57,1.0065946640700885
58,1.0308945904025646
59,1.0265319557564274
60,0.9828346764082813
61,1.0024711572498184
62,1.005631747080855
63,1.0118932854912124
64,0.9978944950466786
65,1.0032136208659663
66,0.9940198048214899
67,0.9711132091163052
68,1.048943904288465
69,0.9464150549421869
70,0.9565390093279524
71,0.9815399508608649
72,1.0170536765511198
73,1.031050907370496
74,0.9889736145957295
75,0.9783743677441326
76,0.9838110305620968
77,0.9931336473827407
78,1.000838616418771
79,0.9679004911853536
80,0.9861352969847303
81,0.9912701206299638
82,1.0073231319328666
83,1.0094203799904562
84,1.025586841510336
85,1.032774351117418
86,0.9937987262994085
87,0.9853269080310127
88,1.006658875228889
89,1.0040138648076413
90,1.0352523964760227
91,1.0255106890129042
92,1.0172943406867576
93,0.9675732102111904
94,0.9676088005652591
95,0.9845641452139767
96,1.002963482982365
97,0.9793726560348603
98,0.9468249156542783
99,1.0179926075612145
